	type	stat	multiplier	element	target	playerCost	rarity	EN	damage	condition	upgradeable	AI	weight	exhaust	retain	armor	gfx	draw	energy_gain	FR	DE	ES	BR	CN	JP	RU
Group Hug	Skill	power	0.5	Water	allies	1	3	Group Hug{desc}Apply {cnd} [color=#5343EE]Regen[/color] to all allies.		Regen	1	1	0.5	0	0	0	cure			Câlin collectif{desc}Applique {cnd} effet(s) [color=#5343EE]Régénération[/color] à tous les alliés.	Gruppenkuscheln{desc}Bewirke {cnd} [color=#5343EE]Regeneration[/color] bei allen Verbündeten.	Abrazo Colectivo{desc}Provoca {cnd} [color=#5343EE]Regeneración[/color] a todos los aliados.	Abraço Coletivo{desc}Aplica {cnd} [color=#5343EE]Regeneração[/color] a todos os aliados.	团队拥抱{desc}对所有盟友施加{cnd}[color=#5343EE]再生[/color]。	集団抱擁{desc}味方全体に{cnd} [color=#5343EE]再生[/color]を付与する。	Групповое объятие{desc}Добавляет {cnd} [color=#5343EE]Лечения[/color] всем союзникам.
Group Hug+	Skill	power	1	Water	allies	1	4	Group Hug+{desc}Apply {cnd} [color=#5343EE]Regen[/color] to all allies.		Regen	0	1	0.5	0	0	0	cure			Câlin collectif+{desc}Applique {cnd} effet(s) [color=#5343EE]Régénération[/color] à tous les alliés.	Gruppenkuscheln+{desc}Bewirke {cnd} [color=#5343EE]Regeneration[/color] bei allen Verbündeten.	Abrazo Colectivo +{desc}Provoca {cnd} [color=#5343EE]Regeneración[/color] a todos los aliados.	Abraço Coletivo+{desc}Aplica {cnd} [color=#5343EE]Regeneração[/color] a todos os aliados.	团队拥抱+{desc}对所有盟友施加 {cnd} [color=#5343EE]再生[/color]。	集団抱擁+{desc}味方全体に{cnd} [color=#5343EE]再生[/color]を付与する。	Групповое объятие+{desc}Добавляет {cnd} [color=#5343EE]Лечения[/color] всем союзникам.
HP Rain	Skill	power	0.5	Water	randomAllies	2	2	HP Rain{desc}Apply {cnd} [color=#5343EE]Regen[/color] to random allies three times.		Regen*3	1	1	0.5	0	0	0	hpRain			Pluie vivifiante{desc}Applique {cnd} effet(s) [color=#5343EE]Régénération[/color] à 3 reprises à des alliés aléatoires.	Heilender Regen{desc}Bewirke dreimal {cnd} [color=#5343EE]Regeneration[/color] bei zufälligen Verbündeten.	Lluvia de PS{desc}Provoca {cnd} [color=#5343EE]Regeneración[/color] tres veces a aliados al azar.	Chuva de PV{desc}Aplica {cnd} [color=#5343EE]Regeneração[/color] a aliados aleatórios três vezes.	生命值雨{desc}对随机盟友施加 3 次{cnd}[color=#5343EE]再生[/color]。	いやしの雨{desc}ランダムな味方に3回、{cnd} [color=#5343EE]再生[/color]を付与する。	Лечебный ливень{desc}Добавляет {cnd} [color=#5343EE]Лечения[/color] случайным союзникам три раза.
HP Rain+	Skill	power	0.5	Water	randomAllies	2	3	HP Rain+{desc}Apply {cnd} [color=#5343EE]Regen[/color] to random allies five times.		Regen*5	0	1	0.3	0	0	0	hpRain			Pluie vivifiante+{desc}Applique {cnd} effet(s) [color=#5343EE]Régénération[/color] à 5 reprises à des alliés aléatoires.	Heilender Regen+{desc}Bewirke fünfmal {cnd} [color=#5343EE]Regeneration[/color] bei zufälligen Verbündeten.	Lluvia de PS +{desc}Provoca {cnd} [color=#5343EE]Regeneración[/color] cinco veces a aliados al azar.	Chuva de PV+{desc}Aplica {cnd} [color=#5343EE]Regeneração[/color] a aliados aleatórios cinco vezes.	生命值雨+{desc}对随机盟友施加 5 次 {cnd} [color=#5343EE]再生[/color]。	いやしの雨+{desc}ランダムな味方に5回、{cnd} [color=#5344EE]再生[/color]を付与する。	Лечебный ливень+{desc}Добавляет {cnd} [color=#5343EE]Лечения[/color] случайным союзникам пять раз.
Life Pool	Skill			Water	anyone	2	2	Life Pool{desc}Pool your HP with target and divide it equally between both.			1	1	0.5	1	0	0	blueBolt			Répartition{desc}Cumule les PV du lanceur et de la cible. Ils sont ensuite divisés de façon égale entre eux deux.	Reservoir des Lebens{desc}Lege deine verbleibenden LP mit den verbleibenden LP des Ziels zusammen und teile sie gleichmäßig auf.	Estanque Vital{desc}Agrupa tus PS con los del objetivo para después dividirlos en partes iguales entre los dos.	Fonte da Vida{desc}Soma o seu PV com o do alvo e divide o resultado igualmente entre ambos.	生命池{desc}将你与目标的生命值合并，然后在你们两者之间平均分配。	ライフプール{desc}自分の残りHPをターゲットと共有し、平等にわける。	Фонд Жизни{desc}Суммирует ваше здоровье с здоровьем противника и делит его поровну между обоими.
Life Pool+	Skill			Water	all	2	2	Life Pool+{desc}Pool your HP with everyone divide it equally between all.			0	1	0.5	1	0	0	blueBolt			Répartition+{desc}Cumule les PV du lanceur et des autres esprits. Ils sont ensuite divisés de façon égale entre tout le monde.	Reservoir des Lebens+{desc}Lege deine verbleibenden LP mit den verbleibenden LP aller zusammen und teile sie gleichmäßig auf.	Estanque Vital +{desc}Agrupa tus PS con los de todos para después dividirlos en partes iguales.	Fonte da Vida+{desc}Soma o seu PV com o de todos e divide o resultado igualmente entre todos.	生命池+{desc}将你与所有人的生命值合并，然后在所有人之间平均分配。	ライフプール+{desc}自分の残りHPをターゲットと共有し、平等にわける。	Фонд Жизни+{desc}Суммирует ваше здоровье со всеми и делит его поровну между всеми.
Hydromancy	Skill			Water	allies	3	2	Hydromancy{desc}Upgrade all cards in your hand for the rest of combat. 			1	1	0.5	1	0	0	shine			Hydromancie{desc}Améliore toutes les cartes de ta main pour le reste du combat.	Wasserorakel{desc}Verbessere alle Karten in deiner Hand für den Rest des Kampfs.	Hidromancia{desc}Mejora todas las cartas de tu mano para el resto del combate.	Hidromancia{desc}Melhora todas as cartas da sua mão pelo resto do combate.	水卜{desc}升级你手中的所有卡牌，持续到战斗结束。	水占い{desc}ターンの終わりまで、手札のカードをすべてアップグレードする。	Гидромантия{desc}Улучшает все карты в вашей руке до конца боя.
Hydromancy+	Skill			Water	allies	3	3	Hydromancy+{desc}Upgrade all cards in your deck for the rest of combat. 			0	1	0.3	1	0	0	shine			Hydromancie+{desc}Améliore toutes les cartes de ton deck pour le reste du combat.	Wasserorakel+{desc}Verbessere alle Karten in deinem Deck für den Rest des Kampfs.	Hidromancia +{desc}Mejora todas las cartas de tu mazo para el resto del combate.	Hidromancia+{desc}Melhora todas as cartas do seu baralho pelo resto do combate.	水卜+{desc}升级你卡组中的所有卡牌，持续到战斗结束。	水占い+{desc}ターンの終わりまで、手札のカードをすべてアップグレードする。	Гидромантия+{desc}Улучшает все карты в вашей колоде до конца боя.
Big Big Hug	Skill	power	3	Water	allies	2	5	Big Big Hug{desc}Apply {cnd} [color=#5343EE]Regen[/color] to all allies. 		Regen	0	1	0.5	1	0	0	cure			Gros câlin{desc}Applique {cnd} effet(s) [color=#5343EE]Régénération[/color] à tous les alliés.	Große Umarmung{desc}Bewirke {cnd} [color=#5343EE]Regeneration[/color] bei allen Verbündeten.	Fuerte Abrazo{desc}Provoca {cnd} [color=#5343EE]Regeneración[/color] a todos los aliados.	Abraçãozão{desc}Aplica {cnd} [color=#5343EE]Regeneração[/color] a todos os aliados.	大大的拥抱{desc}对所有盟友施加{cnd}[color=#5343EE]再生[/color]。	超力強いハグ{desc}味方全体に{cnd} [color=#5343EE]再生[/color]を付与する。	Жаркие объятия{desc}Добавляет {cnd} [color=#5343EE]Здоровья[/color] всем союзникам.
																										
								// Shop-only cards																		
Water Wall	Attack	armor	1	Water	opponent	1	21	Water Wall{desc}Deal damage equal to your Armor.	Water		1	0	2	0	0	0	blueBolt			Mur d'eau{desc}Inflige des dégâts égaux à l'armure de l'esprit.	Wasserwand{desc}Verursache Schaden in Höhe deiner Rüstung.	Muro de Agua{desc}Inflige una cantidad de daño igual a tus puntos de Armadura.	Muro Aquático{desc}Causa dano igual à sua armadura.	水墙{desc}造成等量于你防御值的水系伤害。	水の壁{desc}自分のアーマーに相当するみずダメージを与える。	Стена воды{desc}Наносит урон, равный вашей броне.
Water Wall+	Attack	armor	2	Water	opponent	1	22	Water Wall+{desc}Deal damage equal to double your Armor.	Water		0	0	2	0	0	0	blueBolt			Mur d'eau+{desc}Inflige des dégâts égaux au double de l'armure de l'esprit.	Wasserwand+{desc}Verursache Schaden in doppelter Höhe deiner Rüstung.	Muro de Agua+{desc}Inflige una cantidad de daño igual al doble de tus puntos de Armadura.	Muro Aquático+{desc}Causa dano igual ao dobro da sua armadura.	水墙＋{desc}造成双倍于你防御值的水系伤害。	水の壁+{desc}自分のアーマーの2倍に相当するみずダメージを与える。	Стена воды+{desc}Наносит урон, равный удвоенной вашей броне.
Water Wheel	Skill	power	1	Water	opponent	2	21	Water Wheel{desc}Deal {dmg} damage multiplied by the number of enemies in combat	Water		1	0	2	0	0	0	water			Roue aquatique{desc}Inflige {dmg} point(s) de dégâts multipliés par le nombre d'ennemis au combat.	Wasserrad{desc}Verursache {dmg} Schaden multipliziert mit der Anzahl der Gegner im Kampf.	Molino{desc}Inflige {dmg} punto(s) de daño multiplicados por el número de enemigos en combate.	Roda Aquática{desc}Causa {dmg} de dano multiplicado pelo número de inimigos em combate.	水车{desc}造成{dmg}点水系伤害乘以战斗中的敌方单位数量	水の輪{desc}{dmg}×戦っている敵の数のみずダメージを与える。	Водоворот{desc}Наносит {dmg} урона, умноженное на количество врагов в бою.
Water Wheel+	Skill	power	1.5	Water	opponent	2	22	Water Wheel+{desc}Deal {dmg} damage multiplied by the number of enemies in combat	Water		0	0	2	0	0	0	water			Roue aquatique+{desc}Inflige {dmg} point(s) de dégâts multipliés par le nombre d'ennemis au combat.	Wasserrad+{desc}Verursache {dmg} Schaden multipliziert mit der Anzahl der Gegner im Kampf.	Molino+{desc}Inflige {dmg} punto(s) de daño multiplicados por el número de enemigos en combate.	Roda Aquática+{desc}Causa {dmg} de dano multiplicado pelo número de inimigos em combate.	水车+{desc}造成{dmg}点水系伤害乘以战斗中的敌方单位数量	水の輪+{desc}{dmg}×戦っている敵の数のみずダメージを与える。	Водоворот+{desc}Наносит {dmg} урона, умноженное на количество врагов в бою.
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										

	type	stat	multiplier	element	target	playerCost	rarity	EN	damage	condition	upgradeable	AI	weight	exhaust	retain	armor	gfx	draw	energy_gain	FR	DE	ES	BR	CN	JP	
																										
																										
Poison	Skill	power	0.5	Poison	opponent	1	1	Poison{desc}Apply {cnd} [color=#5343EE]Poison[/color].		Poison	1	1	0.5	0	0	0	poison			Poison{desc}Applique {cnd} effet(s) [color=#5343EE]Poison[/color].	Gift{desc}Bewirke {cnd} [color=#5343EE]Gift[/color].	Veneno{desc}Provoca {cnd} [color=#5343EE]Veneno[/color].	Veneno{desc}Aplica {cnd} [color=#5343EE]Veneno[/color].	中毒{desc}施加{cnd} [color=#5343EE]中毒[/color]。	毒{desc}{cnd} [color=#5343EE]毒[/color]を付与する。	Яд{desc}Добавляет {cnd} [color=#5343EE]Яда[/color].
Poison+	Skill	power	1	Poison	opponent	1	2	Poison+{desc}Apply {cnd} [color=#5343EE]Poison[/color].		Poison	0	1	0.5	0	0	0	poison			Poison+{desc}Applique {cnd} effet(s) [color=#5343EE]Poison[/color].	Gift+{desc}Bewirke {cnd} [color=#5343EE]Gift[/color].	Veneno +{desc}Provoca {cnd} [color=#5343EE]Veneno[/color].	Veneno+{desc}Aplica {cnd} [color=#5343EE]Veneno[/color].	中毒+{desc}施加 {cnd} [color=#5343EE]中毒[/color]。	毒+{desc}{cnd} [color=#5343EE]毒[/color]を付与する。	Яд+{desc}Добавляет {cnd} [color=#5343EE]Яда[/color].
Spore	Skill	power	0.5	Poison	opponents	2	2	Spore{desc}Apply {cnd} [color=#5343EE]Poison[/color] to all enemies.		Poison	1	1	0.5	0	0	0	poison			Spore{desc}Applique {cnd} effet(s) [color=#5343EE]Poison[/color] à tous les ennemis.	Sporen{desc}Bewirke {cnd} [color=#5343EE]Gift[/color] bei allen Gegnern.	Espora{desc}Provoca {cnd} [color=#5343EE]Veneno[/color] a todos los enemigos.	Esporo{desc}Aplica {cnd} [color=#5343EE]Veneno[/color] a todos os inimigos.	孢子{desc}对所有敌人施加{cnd} [color=#5343EE]中毒[/color]。	胞子{desc}敵全体に{cnd} [color=#5343EE]毒[/color]を付与する。	Споры{desc}Добавляет {cnd} [color=#5343EE]Яда[/color] ко всем врагам.
Spore+	Skill	power	1	Poison	opponents	2	3	Spore+{desc}Apply {cnd} [color=#5343EE]Poison[/color] to all enemies.		Poison	0	1	0.5	0	0	0	poison			Spore+{desc}Applique {cnd} effet(s) [color=#5343EE]Poison[/color] à tous les ennemis.	Sporen+{desc}Bewirke {cnd} [color=#5343EE]Gift[/color] bei allen Gegnern.	Espora +{desc}Provoca {cnd} [color=#5343EE]Veneno[/color] a todos los enemigos.	Esporo+{desc}Aplica {cnd} [color=#5343EE]Veneno[/color] a todos os inimigos.	孢子+{desc}对所有敌人 {cnd} [color=#5343EE]中毒[/color]。	胞子+{desc}敵全体に{cnd} [color=#5343EE]毒[/color]を付与する。	Споры+{desc}Добавляет {cnd} [color=#5343EE]Яда[/color] ко всем врагам.
Reckless Gas	Skill	power	0.5	Poison	randomOpponents	1	3	Reckless Gas{desc}Apply {cnd} [color=#5343EE]Poison[/color] to random enemies three times.		Poison*3	1	1	0.5	0	0	0	poison			Gaz mortel{desc}Applique {cnd} effet(s) [color=#5343EE]Poison[/color] à 3 reprises à des ennemis aléatoires.	Tödliche Gase{desc}Bewirke dreimal {cnd} [color=#5343EE]Gift[/color] bei zufälligen Gegnern.	Gas Temerario{desc}Provoca {cnd} [color=#5343EE]Veneno[/color] a enemigos al azar tres veces.	Gás Imprudente{desc}Aplica {cnd} [color=#5343EE]Veneno[/color] três vezes a inimigos aleatórios.	鲁莽毒气{desc}对随机敌人施加 3 次{cnd} [color=#5343EE]中毒[/color]。	危険なガス{desc}ランダムな敵に3回、{cnd} [color=#5343EE]毒[/color]を付与する。	Веселящий газ{desc}Добавляет {cnd} [color=#5343EE]Яда[/color] случайным врагам три раза.
Reckless Gas+	Skill	power	0.5	Poison	randomOpponents	1	4	Reckless Gas+{desc}Apply {cnd} [color=#5343EE]Poison[/color] to random enemies four times.		Poison*4	0	1	0.5	0	0	0	poison			Gaz mortel+{desc}Applique {cnd} effet(s) [color=#5343EE]Poison[/color] à 4 reprises à des ennemis aléatoires.	Tödliche Gase+{desc}Bewirke viermal {cnd} [color=#5343EE]Gift[/color] bei zufälligen Gegnern.	Gas Temerario +{desc}Provoca {cnd} [color=#5343EE]Veneno[/color] a enemigos al azar cuatro veces.	Gás Imprudente+{desc}Aplica {cnd} [color=#5343EE]Veneno[/color] quatro vezes a inimigos aleatórios.	鲁莽毒气+{desc}对随机敌人施加 4 次 {cnd} [color=#5343EE]中毒[/color]。	危険なガス+{desc}ランダムな敵に4回、[color=#5343EE]毒[/color]を{cnd}付与する。	Веселящий газ+{desc}Добавляет {cnd} [color=#5343EE]Яда[/color] случайным врагам четыре раза.
